iter	Logloss
414	0.3006330675
415	0.3003477228
416	0.300235666
417	0.3000544849
418	0.2999313047
419	0.2996926778
420	0.2994177519
421	0.2992489455
422	0.2989233203
423	0.2987162564
424	0.2983379546
425	0.298240785
426	0.2980446322
427	0.2977323422
428	0.2975586462
429	0.2974171156
430	0.2972250609
431	0.296967049
432	0.2968905326
433	0.2966635279
434	0.2963709203
435	0.2961992059
436	0.296073553
437	0.2959097711
438	0.2957415839
439	0.2956603908
440	0.2954644921
441	0.2953264159
442	0.2950819443
443	0.2948109507
444	0.2946753612
445	0.2944897628
446	0.2943837832
447	0.2942382134
448	0.2940469161
449	0.2938536559
450	0.2936266509
451	0.2934553897
452	0.2931283269
453	0.2930099798
454	0.2927003432
455	0.2925161316
456	0.2922036372
457	0.2921540878
458	0.292002615
459	0.2917882353
460	0.2916575926
461	0.2913874304
462	0.2912388342
463	0.2909620074
464	0.2906916177
465	0.2904990326
466	0.2903534796
467	0.2901022609
468	0.2899300177
469	0.28980116
470	0.2896638707
471	0.2895419616
472	0.2893850341
473	0.2893093365
474	0.2891433369
475	0.2889364257
476	0.2888656356
477	0.2886619431
478	0.2883821288
479	0.2881614494
480	0.2880034075
481	0.2878335839
482	0.2876416431
483	0.2874723858
484	0.2873804465
485	0.2872454804
486	0.2870592449
487	0.2867948284
488	0.2866492965
489	0.2866159358
490	0.2865175078
491	0.2863085416
492	0.2861001828
493	0.2857997966
494	0.2855817085
495	0.2852437613
496	0.2851365012
497	0.2849534631
498	0.2847852279
499	0.2846269931
500	0.2843188848
501	0.2841078399
502	0.2840728493
503	0.2837785719
504	0.2835582197
505	0.2834917668
506	0.2833445063
507	0.2831810195
508	0.2829887071
509	0.2827660407
510	0.282674998
511	0.2825282809
512	0.2823144573
513	0.2822423053
514	0.2820697151
515	0.2818616587
516	0.2816785594
517	0.2814962742
518	0.281281804
519	0.2810853132
520	0.2808400062
521	0.280619182
522	0.2802628202
523	0.2800735277
524	0.2798878118
525	0.2797806711
526	0.2796182154
527	0.2794054498
528	0.2791887926
529	0.2790022937
530	0.278917656
531	0.2787718379
532	0.2786418222
533	0.2785215557
534	0.2783508379
535	0.2782329862
536	0.2780442536
537	0.277689097
538	0.2774563036
539	0.2773196529
540	0.2772169676
541	0.2769580728
542	0.2768058485
543	0.2765214388
544	0.27634394
545	0.2762502707
546	0.276188585
547	0.2760942574
548	0.2759122433
549	0.2756717916
550	0.2755260284
551	0.2752877901
552	0.2749355744
553	0.2747244369
554	0.2743577265
555	0.2741375418
556	0.27394199
557	0.2737426048
558	0.2735697541
559	0.2733394472
560	0.2732401438
561	0.2731223936
562	0.2729400129
563	0.2724991234
564	0.2722436377
565	0.2720454915
566	0.2718616267
567	0.2717808791
568	0.2716225889
569	0.2715688097
570	0.2713399429
571	0.2711607906
572	0.2710085637
573	0.270797443
574	0.2706583161
575	0.2704790757
576	0.2703932871
577	0.2702114332
578	0.2700467326
579	0.2698614886
580	0.2697039053
581	0.269631352
582	0.2693535147
583	0.269177323
584	0.2689994493
585	0.268795739
586	0.2687071238
587	0.2684508913
588	0.2681430823
589	0.2679068292
590	0.2675213722
591	0.2672988643
592	0.2670637261
593	0.2669517088
594	0.2667080787
595	0.2664033519
596	0.2663185991
597	0.2661160644
598	0.2658685586
599	0.2657079578
600	0.2654577558
601	0.2652662253
602	0.2651974029
603	0.2650004737
604	0.2649447972
605	0.2647252195
606	0.2645641006
607	0.2643518798
608	0.2642011341
609	0.2641228272
610	0.2640846462
611	0.2639534032
612	0.2636922077
613	0.2635432819
614	0.2633769535
615	0.2631177368
616	0.2629471989
617	0.2628375605
618	0.2626841512
619	0.2625392108
620	0.2622866802
621	0.2621675129
622	0.262029537
623	0.2619084094
624	0.2617513596
625	0.2615529437
626	0.2613876618
627	0.2611830735
628	0.2611393346
629	0.2609325592
630	0.2607345238
631	0.2604491852
632	0.2601822873
633	0.259982101
634	0.2597552338
635	0.2596189715
636	0.2594930009
637	0.2593977267
638	0.2593506116
639	0.2591834737
640	0.2589619903
641	0.2588240508
642	0.2586794952
643	0.2585963618
644	0.2584205249
645	0.2583002203
646	0.2581913381
647	0.258088223
648	0.2579478631
649	0.2579072203
650	0.2578107463
651	0.2576618339
652	0.2575656779
653	0.2574486535
654	0.2572822559
655	0.2571370962
656	0.2568682513
657	0.2566481771
658	0.2565631075
659	0.2564289186
660	0.2563185543
661	0.2561605593
662	0.2560461268
663	0.2559185884
664	0.2558221525
665	0.2556152137
666	0.2554209371
667	0.2553794697
668	0.2552311438
669	0.2551155662
670	0.2550472045
671	0.2548961196
672	0.2547443825
673	0.2547243224
674	0.2544880214
675	0.2541624973
676	0.2540914451
677	0.2540156438
678	0.2538254254
679	0.2536880587
680	0.2534507615
681	0.2532846544
682	0.2531207914
683	0.2530920912
684	0.2529397941
685	0.2527666627
686	0.252712288
687	0.252630722
688	0.2525504391
689	0.2523497208
690	0.2521488765
691	0.251932255
692	0.2518373754
693	0.2515608332
694	0.2514118284
695	0.2513940948
696	0.2513297828
697	0.2512005923
698	0.2510901499
699	0.2508887385
700	0.2508083636
701	0.2506708655
702	0.2506099594
703	0.2505156831
704	0.2503837643
705	0.2501580764
706	0.2500703436
707	0.2499620225
708	0.249712759
709	0.2495452288
710	0.2494573652
711	0.2493580719
712	0.2492115617
713	0.2491391871
714	0.2490523358
715	0.2488569242
716	0.2487715115
717	0.2485224121
718	0.2485067164
719	0.248214563
720	0.2479949925
721	0.2478198748
722	0.247710662
723	0.2475897439
724	0.2474128604
725	0.2472836655
726	0.2471816059
727	0.2468687051
728	0.2465998487
729	0.2464761782
730	0.2463551604
731	0.2462808084
732	0.2461341615
733	0.2459141478
734	0.2457596972
735	0.2455684358
736	0.2453946793
737	0.2452919856
738	0.2451909479
739	0.2450521633
740	0.2449043098
741	0.2447436168
742	0.2446145604
743	0.2444891072
744	0.2442199466
745	0.2440860686
746	0.2438585111
747	0.2437534126
748	0.2435962161
749	0.2433210701
750	0.2431875411
751	0.2430441549
752	0.2429315906
753	0.2427737394
754	0.2426001985
755	0.2424701405
756	0.2422431724
757	0.2419745633
758	0.2417759112
759	0.241650281
760	0.2416258161
761	0.241471066
762	0.2413537577
763	0.2412334396
764	0.2411580985
765	0.2409883572
766	0.2407871724
767	0.2406627418
768	0.2405638118
769	0.2403873198
770	0.2402433734
771	0.2401256609
772	0.2400249255
773	0.2399230421
774	0.2398613911
775	0.2397767987
776	0.2397286435
777	0.2396801776
778	0.239519103
779	0.2393426338
780	0.2392160038
781	0.239135645
782	0.2390316312
783	0.2388803351
784	0.2386688346
785	0.2385649772
786	0.2383558376
787	0.2382345525
788	0.2381230708
789	0.2380369512
790	0.2378171286
791	0.2376727129
792	0.2375972373
793	0.2374771614
794	0.2372917107
795	0.2372578062
796	0.2371245662
797	0.2369656741
798	0.2368641972
799	0.2367736834
800	0.2365238554
801	0.2364138043
802	0.2362775785
803	0.2361559781
804	0.2360186098
805	0.2359797035
806	0.2359103286
807	0.2358106639
808	0.2356632147
809	0.2355304863
810	0.2353823423
811	0.2352843329
812	0.235203872
813	0.2351700941
814	0.2349752677
815	0.2348078388
816	0.2345095423
817	0.2344079812
818	0.2342553707
819	0.2340884946
820	0.233931783
821	0.2337920677
822	0.2334644645
823	0.2333629318
824	0.2331430177
825	0.2329530837
826	0.2328416737
827	0.2327592464
828	0.2325868697
829	0.2324346495
830	0.2322085788
831	0.2321657162
832	0.2320695589
833	0.2319162494
834	0.2317373596
835	0.2315175742
836	0.2313665081
837	0.2312809542
838	0.2311816113
839	0.230939081
840	0.2307797642
841	0.2306619438
842	0.2304825629
843	0.23039458
844	0.2302791677
845	0.2302215885
846	0.2302096142
847	0.2301182504
848	0.229996233
849	0.2298277217
850	0.2296168411
851	0.2294486343
852	0.2292806018
853	0.229070034
854	0.22894847
855	0.2288569272
856	0.2286419997
857	0.2284324838
858	0.2283706872
859	0.2282919608
860	0.2281279771
861	0.2280289259
862	0.2278849645
863	0.2277247804
864	0.2275558098
865	0.2274506994
866	0.227343997
867	0.2271934884
868	0.2269822424
869	0.226858011
870	0.2266972654
871	0.2265037926
872	0.2263002511
873	0.2262224492
874	0.2261179822
875	0.2259300625
876	0.2257734766
877	0.2256126939
878	0.2254810535
879	0.2253660124
880	0.2252160597
881	0.2250559856
882	0.2249280597
883	0.2247974802
884	0.2246758736
885	0.2245147509
886	0.2244487622
887	0.2243257638
888	0.2241483527
889	0.2240165392
890	0.2238548144
891	0.2236197381
892	0.223572754
893	0.2235474564
894	0.2234232557
895	0.2232268382
896	0.2231428249
897	0.2230294697
898	0.2229275623
899	0.2228015345
900	0.2226685997
901	0.222517504
902	0.2224868668
903	0.2223539117
904	0.222111787
905	0.2219812673
906	0.2218010711
907	0.2216640988
908	0.2216016707
909	0.2215565134
910	0.2214122664
911	0.2213152938
912	0.221239947
913	0.2210966912
914	0.2209789663
915	0.2208180377
916	0.2205715984
917	0.2204377922
918	0.220272947
919	0.2201116287
920	0.2200043396
921	0.2198803355
922	0.2197487172
923	0.2196666559
924	0.2195711957
925	0.2195335685
926	0.2193948898
927	0.219239767
928	0.2190236474
929	0.2188578094
930	0.2187471085
931	0.2185840437
932	0.2184969186
933	0.2184307523
934	0.2183797809
935	0.2183123764
936	0.2181966984
937	0.2180756808
938	0.2179218138
939	0.2178636294
940	0.2177006749
941	0.2176077736
942	0.2174721323
943	0.2173700558
944	0.2172823484
945	0.2171359219
946	0.2170306623
947	0.2169036437
948	0.2167282833
949	0.2167185173
950	0.2166025698
951	0.216497133
952	0.2164869029
953	0.21628007
954	0.2160987282
955	0.2159527657
956	0.2158361134
957	0.2157305487
958	0.2156483953
959	0.2155260966
960	0.215416768
961	0.2152959609
962	0.2152068681
963	0.2150236351
964	0.2148067181
965	0.2147295999
966	0.2146420822
967	0.2145137543
968	0.2143698543
969	0.2142084651
970	0.2141059002
971	0.2139707402
972	0.2138489872
973	0.2137382611
974	0.2136121147
975	0.2135300473
976	0.2133632845
977	0.2132196389
978	0.2131402111
979	0.2130005895
980	0.2129509192
981	0.2128824339
982	0.2127385432
983	0.2126553645
984	0.2125030385
985	0.2123520195
986	0.2122802162
987	0.2121569905
988	0.2120614112
989	0.2119342818
990	0.2118020437
991	0.2117022279
992	0.2116313897
993	0.2114531294
994	0.2113216001
995	0.2111841948
996	0.2110674171
997	0.2109940573
998	0.210884222
999	0.2107478083
